cash,asset_value,total_assets,reward,date
1000000.0,0.0,1000000.0,0.0,2019-01-03
928482.4172123774,71258.41964997558,999740.836862353,-0.0005183262752939122,2019-01-04
887054.2398878873,115422.39431238032,1002476.6342002676,0.002476634200267558,2019-01-07
845397.2830081469,157331.79089456215,1002729.0739027091,0.002729073902709045,2019-01-08
807671.0152748936,193574.60301429167,1001245.6182891852,-0.00023379988281435615,2019-01-09
764150.1156472927,239832.60711722425,1003982.722764517,0.003982722764517055,2019-01-10
730443.9791457799,273199.54654917493,1003643.5256949548,0.0033056741942554257,2019-01-11
696948.9883948675,307086.1013554887,1004035.0897503563,0.004035089750356269,2019-01-14
664217.4141961199,335982.1043538095,1000199.5185499294,-0.00362063797605483,2019-01-15
655374.0497262895,352476.6278710234,1007850.6775973128,0.007850677597312838,2019-01-16
603414.4485848576,403687.32963366486,1007101.7782185224,0.00635871240982977,2019-01-17
572630.2844189584,430797.64538793074,1003427.929806889,-0.0009603668810364008,2019-01-18
554969.0174231256,457063.49298189965,1012032.5104050252,0.012032510405025176,2019-01-21
529872.9752338838,485590.88290053664,1015463.8581344205,0.015463858134420416,2019-01-22
499143.5514432768,506739.96346086485,1005883.5149041417,-0.0035509353261989896,2019-01-23
451352.6509929116,552802.0661066162,1004154.7170995278,-0.0069822041648779365,2019-01-24
403714.2127188965,605049.0644803938,1008763.2771992902,0.0021647351818122607,2019-01-25
391957.9266017302,624970.3910509569,1016928.3176526872,0.016928317652687097,2019-01-28
350484.6373245909,668166.3423516573,1018650.9796762483,0.01865097967624818,2019-01-29
320909.04056944145,704051.5956435369,1024960.6362129783,0.02496063621297817,2019-01-30
271302.95944861765,745828.9723095226,1017131.9317581402,0.009493877984910859,2019-01-31
251085.23805502235,772406.3492500549,1023491.5873050772,0.022058313815346953,2019-02-01
233709.63169594118,803507.9599860113,1037217.5916819525,0.03721759168195238,2019-02-11
206712.69726280426,843000.7519109987,1049713.449173803,0.04971344917380294,2019-02-12
174275.36264049535,881081.4715866079,1055356.8342271033,0.05535683422710336,2019-02-13
173753.04355700663,900707.8309361587,1074460.8744931654,0.07446087449316541,2019-02-14
143898.39232259526,932161.1079356007,1076059.500258196,0.07605950025819586,2019-02-15
100779.53346214896,952714.1015923112,1053493.63505446,0.03252280100827443,2019-02-18
82518.50917430643,1003779.4423333231,1086297.9515076296,0.08629795150762964,2019-02-19
71336.64151953066,1014077.6914186961,1085414.3329382266,0.08460091101454847,2019-02-20
63045.62255574932,1028610.5041449834,1091656.1267007326,0.09165612670073253,2019-02-21
101539.3916977558,994191.4157756381,1095730.8074733939,0.0957308074733938,2019-02-22
66503.29234785105,1062635.1768110287,1129138.4691588797,0.12913846915887972,2019-02-25
39544.97297861329,1155019.2423938839,1194564.2153724972,0.19456421537249713,2019-02-26
11903.585980856973,1175053.5475938297,1186957.1335746867,0.1805890524787379,2019-02-27
27151.581140620507,1154920.643780488,1182072.2249211085,0.17161486290520922,2019-02-28
17424.219910765198,1158697.2267355158,1176121.446646281,0.1606825372189924,2019-03-01
65631.9628039533,1137039.7857834853,1202671.7485874386,0.20267174858743853,2019-03-04
2356.510802818125,1218141.827672576,1220498.3384753943,0.22049833847539424,2019-03-05
59899.03477672483,1168112.6689592078,1228011.7037359327,0.2280117037359326,2019-03-06
32650.456607539752,1207752.1510995305,1240402.6077070702,0.24040260770707023,2019-03-07
66672.94741333582,1165212.6793157426,1231885.6267290784,0.22501932305874361,2019-03-08
47363.417699085214,1134763.9864496253,1182127.4041487107,0.13514652616903322,2019-03-11
