date,actions,transactions
2019-05-09,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.         -428.03820801    0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         -522.62988281
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-05-10,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1.
  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.         -439.33258057    0.            0.
    0.            0.            0.            0.            0.
 -109.22897339    0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         -526.3157959
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-05-13,"[ 1. -1. -1. -1.  1. -1.  1.  1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-14,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-15,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.          -16.02630615    0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         -528.44628906
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-05-16,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         -292.67150879    0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-05-17,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         -292.82919312    0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-05-20,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-21,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-22,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-23,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-24,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-27,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-28,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-29,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-05-30,"[ 1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1. -1.  1.  1.
  1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[ 488.84457397    0.            0.            0.          251.01661682
    0.            0.            0.          854.73010254  227.67321777
    0.           97.14528656    0.            0.          323.02246094
 -102.40613556  135.96192932  278.27093506  325.25192261    0.
    0.            0.            0.            0.          216.12182617
  212.08097839  306.46832275  375.64328003 -307.23852539 -551.88244629
    0.            0.         1495.93103027   64.98477173    0.
   94.96315765    0.          149.26309204    0.            0.
    0.            0.         1424.86682129    0.            0.
    0.            0.            0.          112.16697693    0.        ]"
2019-05-31,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[-488.84457397    0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-06-03,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         -325.25192261    0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-06-04,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         -135.96192932    0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         -552.46789551
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-06-05,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[   0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.       -307.412323    0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.      ]"
2019-06-06,"[ 1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-10,"[-1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-11,"[ 1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1. -1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
 -105.57202148    0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-06-12,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-13,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1. -1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-14,"[ 1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[    0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.        -1456.3671875     0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.       ]"
2019-06-17,"[ 1. -1. -1. -1.  1. -1. -1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-18,"[-1. -1. -1. -1.  1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-19,"[-1. -1. -1. -1.  1. -1. -1. -1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-06-20,"[ 1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[    0.             0.             0.             0.
  -239.36845398     0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
 -1440.75610352     0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.        ]"
2019-06-21,"[ 1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[    0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
 -1432.91113281     0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.        ]"
2019-06-24,"[ 1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[    0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.         -241.7245636     0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.        -1444.7109375     0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.
     0.            0.            0.            0.            0.       ]"
2019-06-25,"[ 1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[    0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
 -1436.82287598     0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.        ]"
2019-06-26,"[ 1. -1. -1.  1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1. -1.
 -1. -1. -1. -1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[    0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.          -245.35542297     0.             0.
     0.             0.             0.             0.
  -216.12182617     0.             0.             0.
     0.          -528.44628906     0.             0.
 -1444.7109375      0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.        ]"
2019-06-27,"[-1. -1. -1.  1. -1. -1.  1. -1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[    0.             0.             0.           998.20324707
  -221.48492432     0.           149.25105286     0.
   827.02038574   216.02284241   197.13446045    90.44011688
     0.             0.           240.06030273    96.2491684
   128.06983948   246.55926514     0.             0.
     0.             0.             0.             0.
     0.           213.32696533   278.71768188   418.1895752
   288.58361816   526.84820557     0.             0.
 -1452.68603516    60.00564194     0.            95.83758545
     0.           147.61412048     0.             0.
   233.19807434     0.          1382.28466797     0.
     0.             0.             0.            58.6176796
    96.75839996     0.        ]"
2019-06-28,"[ 1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1. -1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[    0.             0.             0.          -998.20324707
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.           -94.39910889
  -125.67993164     0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.          -526.3157959      0.             0.
 -1452.68603516     0.             0.             0.
     0.             0.             0.             0.
  -230.68902588     0.             0.             0.
     0.             0.             0.           -57.65709305
     0.             0.        ]"
2019-07-01,"[ 1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1. -1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -5.54493713e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -2.38990784e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -5.25259766e+02  0.00000000e+00  0.00000000e+00
 -1.09978015e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -9.60586548e-01
  0.00000000e+00  0.00000000e+00]"
2019-07-02,"[ 1. -1. -1. -1. -1. -1.  1.  1.  1.  1. -1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
 -193.91043091    0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.        ]"
2019-07-03,"[-1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-07-04,"[-1. -1. -1. -1.  1. -1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.
 -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1. -1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1. -1. -1. -1.  1. -1.]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
2019-07-05,"[-1. -1. -1. -1.  1.  1.  1. -1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.
  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1. -1.  1.
 -1.  1. -1. -1.  1.  1.  1. -1. -1.  1. -1. -1. -1. -1.]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         -239.12690735
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.          -94.17969513    0.        ]"
